Inscricao;Perfil;Cargo;Estado;Concorre Vaga Ampla Concorrência;Concorre Vagas Reservadas às pessoas com deficiência;Concorre Vagas reservadas aos candidatos negros;Cidade onde realizará a 1a Etapa das Provas;Estado onde realizará a 1a Etapa das Provas
3002073;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3000830;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Não;Recife;PE
3002322;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004072;PE60;Pesquisa Translacional;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3001590;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003481;PE31;Virologia Evolutiva e Computacional;Salvador;Sim;Não;Sim;Salvador;BA
3003432;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Sim;Campo Grande;MS
3004063;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3002407;PE59;Criação e desenvolvimento de modelos de peixes para uso científico;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3000224;PE19;Educação profissional de nível médio com ênfase em trabalho e educação em saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003663;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3000756;PE23;Iniciação científica na educação básica com ênfase em estudos sobre juventude;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3003131;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Sim;Não;Rio de Janeiro;RJ
3001445;PE15;Saneamento e Vigilância em Saúde Ambiental;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000385;PE61;Pesquisador da Área das Ciências Humanas e Sociais;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001650;PE57;Vigilância em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3002820;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004655;PE05;Estudos de Público e Educação Museal;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002467;PE29;Biologia de Sistemas com foco em Genômica e Transcriptômica de Células Individuais;Salvador;Sim;Não;Sim;Salvador;BA
3000057;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3002272;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Teresina;PI
3003932;PE23;Iniciação científica na educação básica com ênfase em estudos sobre juventude;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002349;PE77;Análise de informações dos sistemas nacionais de saúde (dados secundários);Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001109;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002821;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Recife;PE
3000406;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002037;PE36;Vigilância em Saúde e Ambiente na Amazônia;Manaus;Sim;Não;Não;Manaus;AM
3000136;PE48;Engenharia Biomédica;Curitiba;Sim;Não;Não;Curitiba;PR
3002452;PE63;Pesquisa Clínica na Área da Mulher;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003713;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3002506;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3003804;PE30;Pesquisa Clínica;Salvador;Sim;Não;Não;Salvador;BA
3001745;PE22;Educação profissional de nível médio na área de políticas de cuidado para a pessoa idosa;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002851;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3004202;PE71;Epidemiologia Clínica;Rio de Janeiro;Sim;Não;Sim;Brasília;DF
3003048;PE43;Epidemiologia;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3003843;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000847;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Sim;Rio de Janeiro;RJ
3003379;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002333;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004629;PE13;Saúde do Trabalhador e Ecologia Humana com ênfase em Vigilância e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Fortaleza;CE
3004351;PE46;Micologia Molecular e Celular;Curitiba;Sim;Não;Não;Rio de Janeiro;RJ
3002365;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Campo Grande;MS
3003038;PE77;Análise de informações dos sistemas nacionais de saúde (dados secundários);Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003778;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Teresina;PI
3004479;PE50;Virologia Clássica e molecular;Recife;Sim;Não;Não;Salvador;BA
3000500;PE73;Análise Estatística em Pesquisa Clínica;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003689;PE82;Micologia aplicada a saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004663;PE41;Biologia celular e molecular da interação vetor/patógeno/ hospedeiro;Belo Horizonte;Sim;Não;Não;Rio de Janeiro;RJ
3000309;PE52;Genética Molecular Humana;Recife;Sim;Não;Não;Recife;PE
3000393;PE67;Epidemiologia em uso de álcool e outras drogas;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3002352;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003940;PE08;Microbiologia Ambiental com ênfase em saúde única;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004302;PE30;Pesquisa Clínica;Salvador;Sim;Não;Não;Salvador;BA
3000432;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Campo Grande;MS
3001299;PE04;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003152;PE47;Biologia Molecular Aplicada ao Desenvolvimento de Sistemas de Expressão e Processos de Produção de Proteínas Recombinantes;Curitiba;Sim;Não;Não;Curitiba;PR
3003498;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001538;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002829;PE05;Estudos de Público e Educação Museal;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3000375;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Fortaleza;CE
3002190;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002638;PE36;Vigilância em Saúde e Ambiente na Amazônia;Manaus;Sim;Não;Sim;Manaus;AM
3002563;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002593;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Teresina;PI
3002581;PE89;Bioquímica, Biologia Celular e Biologia Molecular de Parasitos de Interesse na Saúde Pública;Rio de Janeiro;Sim;Não;Não;Recife;PE
3003068;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004674;PE14;Política, planejamento, equidade e Promoção da Saúde;Rio de Janeiro;Sim;Sim;Não;Salvador;BA
3000737;PE36;Vigilância em Saúde e Ambiente na Amazônia;Manaus;Sim;Sim;Não;Campo Grande;MS
3003572;PE74;Informação Científica e Tecnológica em Saúde I;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001220;PE30;Pesquisa Clínica;Salvador;Sim;Não;Não;Fortaleza;CE
3004499;PE07;Análise de Políticas e Sistemas de Saúde;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3001627;PE43;Epidemiologia;Belo Horizonte;Sim;Não;Não;Teresina;PI
3003556;PE66;Pesquisa Clínica em infecções sexualmente transmissíveis;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002729;PE21;Educação profissional de nível médio com ênfase em produção e análise de informações;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3003222;PE33;Medicina e Saúde Pública de Precisão;Salvador;Sim;Não;Não;Salvador;BA
3002207;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002690;PE85;Mudanças climáticas, emergências sanitárias e vigilância em saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3004396;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3000028;PE54;Saúde Coletiva;Recife;Sim;Não;Não;Belo Horizonte;MG
3000854;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Sim;Brasília;DF
3001706;PE57;Vigilância em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3000715;PE36;Vigilância em Saúde e Ambiente na Amazônia;Manaus;Sim;Não;Não;Manaus;AM
3004347;PE60;Pesquisa Translacional;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003216;PE89;Bioquímica, Biologia Celular e Biologia Molecular de Parasitos de Interesse na Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003241;PE13;Saúde do Trabalhador e Ecologia Humana com ênfase em Vigilância e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001413;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Não;Brasília;DF
3002763;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3004149;PE01;Bioinformática;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3004203;PE14;Política, planejamento, equidade e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3002025;PE69;Bioinformática aplicada a doenças infecciosas;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3003468;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3003801;PE02;Terapias avançadas;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004228;PE54;Saúde Coletiva;Recife;Sim;Não;Não;Recife;PE
3000979;PE89;Bioquímica, Biologia Celular e Biologia Molecular de Parasitos de Interesse na Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004319;PE65;Epidemiologista Social;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003441;PE09;Violência e saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3000875;PE27;Micologia Médica;Porto Velho;Sim;Não;Não;Recife;PE
3000380;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Fortaleza;CE
3000078;PE77;Análise de informações dos sistemas nacionais de saúde (dados secundários);Rio de Janeiro;Sim;Não;Não;Salvador;BA
3003560;PE85;Mudanças climáticas, emergências sanitárias e vigilância em saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001531;PE30;Pesquisa Clínica;Salvador;Sim;Não;Sim;Salvador;BA
3000419;PE52;Genética Molecular Humana;Recife;Sim;Não;Não;Rio de Janeiro;RJ
3003120;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3000015;PE12;Epidemiologia;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002069;PE22;Educação profissional de nível médio na área de políticas de cuidado para a pessoa idosa;Rio de Janeiro;Sim;Não;Não;Fortaleza;CE
3000219;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3002071;PE32;Ciência de Dados em Saúde;Salvador;Sim;Não;Sim;Salvador;BA
3000305;PE23;Iniciação científica na educação básica com ênfase em estudos sobre juventude;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3004445;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000084;PE86;Biodiversidade e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002101;PE50;Virologia Clássica e molecular;Recife;Sim;Não;Não;Fortaleza;CE
3002669;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Sim;Manaus;AM
3001888;PE48;Engenharia Biomédica;Curitiba;Sim;Não;Não;Brasília;DF
3003175;PE34;Epidemiologia e Vigilância em Saúde Pública;Manaus;Sim;Não;Não;Manaus;AM
3001961;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003404;PE82;Micologia aplicada a saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001112;PE51;Microbiologia Básica e Molecular aplicada a Bactérias e Protozoários causadores de Zoonoses;Recife;Sim;Não;Não;Recife;PE
3004683;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Não;Fortaleza;CE
3003317;PE86;Biodiversidade e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003315;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3004381;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Sim;Belo Horizonte;MG
3001583;PE83;Pesquisa Qualitativa;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000752;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002776;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3001882;PE05;Estudos de Público e Educação Museal;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3003136;PE07;Análise de Políticas e Sistemas de Saúde;Rio de Janeiro;Sim;Não;Não;Fortaleza;CE
3001098;PE54;Saúde Coletiva;Recife;Sim;Não;Não;Recife;PE
3000091;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Brasília;DF
3001620;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Sim;Teresina;PI
3003356;PE30;Pesquisa Clínica;Salvador;Sim;Não;Não;Salvador;BA
3004685;PE59;Criação e desenvolvimento de modelos de peixes para uso científico;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3004285;PE53;Biologia molecular das doenças transmissíveis;Recife;Sim;Não;Não;Recife;PE
3001205;PE55;Bioecologia, vigilância e controle de culicídeos;Recife;Sim;Não;Sim;Manaus;AM
3002796;PE88;Bioquímica, Biologia Celular e Molecular de Bactérias de Interesse em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Recife;PE
3000279;PE57;Vigilância em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3002936;PE36;Vigilância em Saúde e Ambiente na Amazônia;Manaus;Sim;Não;Não;Manaus;AM
3004174;PE68;Pesquisa Clínica em Dermatologia em Doenças Infecciosas;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004659;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003354;PE89;Bioquímica, Biologia Celular e Biologia Molecular de Parasitos de Interesse na Saúde Pública;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3004628;PE76;Produção de informações por meio de inquéritos de saúde (dados primários), amostragem e análise dos dados;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003061;PE77;Análise de informações dos sistemas nacionais de saúde (dados secundários);Rio de Janeiro;Sim;Não;Sim;Brasília;DF
3000829;PE36;Vigilância em Saúde e Ambiente na Amazônia;Manaus;Sim;Não;Não;Recife;PE
3004547;PE30;Pesquisa Clínica;Salvador;Sim;Não;Não;Recife;PE
3004508;PE54;Saúde Coletiva;Recife;Sim;Não;Não;Brasília;DF
3003834;PE73;Análise Estatística em Pesquisa Clínica;Rio de Janeiro;Sim;Não;Não;Salvador;BA
3000493;PE53;Biologia molecular das doenças transmissíveis;Recife;Sim;Não;Não;Recife;PE
3001278;PE05;Estudos de Público e Educação Museal;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003885;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Brasília;DF
3002678;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Salvador;BA
3003170;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3000667;PE47;Biologia Molecular Aplicada ao Desenvolvimento de Sistemas de Expressão e Processos de Produção de Proteínas Recombinantes;Curitiba;Sim;Sim;Não;Curitiba;PR
3003021;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Sim;Campo Grande;MS
3004173;PE63;Pesquisa Clínica na Área da Mulher;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003301;PE83;Pesquisa Qualitativa;Rio de Janeiro;Sim;Não;Não;Fortaleza;CE
3003408;PE52;Genética Molecular Humana;Recife;Sim;Não;Não;Recife;PE
3003457;PE43;Epidemiologia;Belo Horizonte;Sim;Não;Não;Salvador;BA
3004325;PE14;Política, planejamento, equidade e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3001212;PE87;Bioquímica, Biologia Celular e Molecular de Helmintos de Interesses em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002738;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Campo Grande;MS
3000243;PE24;Biodiversidade e Vigilância Genômica no âmbito da Saúde Única;Campo Grande;Sim;Não;Não;Campo Grande;MS
3004320;PE77;Análise de informações dos sistemas nacionais de saúde (dados secundários);Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3004474;PE46;Micologia Molecular e Celular;Curitiba;Sim;Não;Não;Curitiba;PR
3000138;PE78;Comunicação e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001210;PE46;Micologia Molecular e Celular;Curitiba;Sim;Não;Não;Curitiba;PR
3003492;PE78;Comunicação e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001158;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3004654;PE67;Epidemiologia em uso de álcool e outras drogas;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000359;PE52;Genética Molecular Humana;Recife;Sim;Não;Não;Recife;PE
3000205;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Campo Grande;MS
3004491;PE62;Cientista de Dados;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002862;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003069;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Recife;PE
3002281;PE32;Ciência de Dados em Saúde;Salvador;Sim;Não;Não;Salvador;BA
3000372;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Recife;PE
3001549;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Não;Brasília;DF
3003532;PE71;Epidemiologia Clínica;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3003994;PE85;Mudanças climáticas, emergências sanitárias e vigilância em saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000681;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002993;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004397;PE74;Informação Científica e Tecnológica em Saúde I;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002249;PE84;Pesquisa e Desenvolvimento de vacinas como estratégia de controle no combate a doenças infecto parasitárias;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002137;PE10;Assistência Farmacêutica;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3000803;PE63;Pesquisa Clínica na Área da Mulher;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3004294;PE13;Saúde do Trabalhador e Ecologia Humana com ênfase em Vigilância e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002065;PE30;Pesquisa Clínica;Salvador;Sim;Não;Não;Salvador;BA
3004618;PE04;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3001274;PE57;Vigilância em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3004111;PE40;Virologia com ênfase em doenças emergentes e reemergentes;Belo Horizonte;Sim;Não;Não;Curitiba;PR
3004249;PE77;Análise de informações dos sistemas nacionais de saúde (dados secundários);Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3001903;PE46;Micologia Molecular e Celular;Curitiba;Sim;Não;Sim;Belo Horizonte;MG
3003927;PE13;Saúde do Trabalhador e Ecologia Humana com ênfase em Vigilância e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001695;PE63;Pesquisa Clínica na Área da Mulher;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3001200;PE02;Terapias avançadas;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000766;PE50;Virologia Clássica e molecular;Recife;Sim;Não;Não;Rio de Janeiro;RJ
3004371;PE51;Microbiologia Básica e Molecular aplicada a Bactérias e Protozoários causadores de Zoonoses;Recife;Sim;Não;Não;Belo Horizonte;MG
3003706;PE14;Política, planejamento, equidade e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Campo Grande;MS
3001905;PE53;Biologia molecular das doenças transmissíveis;Recife;Sim;Não;Não;Recife;PE
3003805;PE73;Análise Estatística em Pesquisa Clínica;Rio de Janeiro;Sim;Não;Não;Salvador;BA
3001913;PE78;Comunicação e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000169;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3000751;PE84;Pesquisa e Desenvolvimento de vacinas como estratégia de controle no combate a doenças infecto parasitárias;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002320;PE09;Violência e saúde;Rio de Janeiro;Sim;Não;Não;Fortaleza;CE
3003137;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Fortaleza;CE
3002502;PE58;Desenvolvimento e validação de metodologias alternativas ao uso de animais na pesquisa;Rio de Janeiro;Sim;Não;Não;Recife;PE
3000366;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3001118;PE76;Produção de informações por meio de inquéritos de saúde (dados primários), amostragem e análise dos dados;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3004020;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Salvador;BA
3002826;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001864;PE43;Epidemiologia;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3002334;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001785;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003681;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000764;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Teresina;PI
3002586;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001685;PE54;Saúde Coletiva;Recife;Sim;Não;Não;Manaus;AM
3004426;PE78;Comunicação e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002494;PE07;Análise de Políticas e Sistemas de Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002916;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000319;PE09;Violência e saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3004181;PE17;Cooperação em Políticas, Sistemas e Gestão de Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000932;PE40;Virologia com ênfase em doenças emergentes e reemergentes;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3001277;PE16;Ciência, Tecnologia e Inovação em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000176;PE40;Virologia com ênfase em doenças emergentes e reemergentes;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3004419;PE80;Desenvolvimento de metodologias de identificação e quantificação de nano produtos sujeitos à vigilância sanitária;Rio de Janeiro;Sim;Não;Sim;Brasília;DF
3000310;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001815;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Sim;Teresina;PI
3004201;PE85;Mudanças climáticas, emergências sanitárias e vigilância em saúde;Rio de Janeiro;Sim;Não;Não;Salvador;BA
3002331;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001222;PE43;Epidemiologia;Belo Horizonte;Sim;Não;Sim;Belo Horizonte;MG
3001440;PE76;Produção de informações por meio de inquéritos de saúde (dados primários), amostragem e análise dos dados;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003696;PE53;Biologia molecular das doenças transmissíveis;Recife;Sim;Não;Não;Belo Horizonte;MG
3000790;PE36;Vigilância em Saúde e Ambiente na Amazônia;Manaus;Sim;Não;Sim;Manaus;AM
3003425;PE80;Desenvolvimento de metodologias de identificação e quantificação de nano produtos sujeitos à vigilância sanitária;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001393;PE48;Engenharia Biomédica;Curitiba;Sim;Não;Não;Brasília;DF
